学号,科目,成绩
20230617,操作系统,73
20230617,数据库原理,62
20230617,高等数学,87
20230617,数据结构,64
20230617,计算机网络,78
20230617,概率统计,48
20230618,高等数学,76
20230618,计算机网络,78
20230618,操作系统,78
20230618,概率统计,69
20230618,数据库原理,100
20230618,数据结构,100
20230619,高等数学,43
20230619,操作系统,48
20230619,计算机网络,57
20230619,概率统计,72
20230619,数据结构,79
20230620,计算机网络,77
20230620,高等数学,74
20230620,操作系统,78
20230620,数据库原理,87
20230620,线性代数,59
20230621,概率统计,69
20230621,数据结构,88
20230621,高等数学,91
20230621,操作系统,64
20230621,计算机网络,100
20230621,数据库原理,85
20230621,线性代数,72
20230622,数据库原理,70
20230622,高等数学,77
20230622,数据结构,52
20230622,线性代数,71
20230622,概率统计,45
20230622,操作系统,92
20230622,计算机网络,75
20230623,数据结构,70
20230623,概率统计,78
20230623,操作系统,69
20230623,数据库原理,77
20230623,线性代数,72
20230623,计算机网络,77
20230624,线性代数,68
20230624,数据库原理,54
20230624,高等数学,85
20230624,操作系统,67
20230624,计算机网络,80
20230624,概率统计,83
20230625,数据库原理,85
20230625,高等数学,68
20230625,数据结构,56
20230625,操作系统,99
20230625,计算机网络,70
20230625,概率统计,87
20230625,线性代数,100
20230626,高等数学,71
20230626,操作系统,83
20230626,线性代数,95
20230626,数据库原理,84
20230626,数据结构,48
20230627,计算机网络,79
20230627,概率统计,76
20230627,高等数学,71
20230627,线性代数,53
20230627,操作系统,65
20230627,数据结构,74
20230628,高等数学,83
20230628,数据库原理,75
20230628,计算机网络,93
20230628,数据结构,78
20230628,操作系统,76
20230628,概率统计,80
20230628,线性代数,100
20230629,数据结构,85
20230629,线性代数,50
20230629,概率统计,63
20230629,高等数学,62
20230629,数据库原理,69
20230629,计算机网络,71
20230630,数据库原理,66
20230630,线性代数,50
20230630,概率统计,77
20230630,计算机网络,64
20230630,操作系统,61
20230630,高等数学,80
20230630,数据结构,72
20230631,高等数学,81
20230631,数据库原理,95
20230631,计算机网络,66
20230631,操作系统,66
20230631,线性代数,44
20230632,线性代数,83
20230632,操作系统,89
20230632,数据结构,58
20230632,高等数学,67
20230632,计算机网络,87
20230632,数据库原理,53
20230632,概率统计,76
20230633,数据库原理,87
20230633,计算机网络,67
20230633,操作系统,81
20230633,线性代数,61
20230633,概率统计,85
20230634,操作系统,80
20230634,概率统计,69
20230634,数据结构,98
20230634,数据库原理,40
20230634,计算机网络,82
20230634,线性代数,53
20230635,计算机网络,75
20230635,数据结构,87
20230635,概率统计,89
20230635,数据库原理,53
20230635,操作系统,76
20230635,高等数学,69
20230635,线性代数,76
20230636,数据库原理,65
20230636,高等数学,51
20230636,概率统计,68
20230636,操作系统,87
20230636,数据结构,61
20230636,计算机网络,65
20230636,线性代数,41
20230637,数据库原理,39
20230637,概率统计,90
20230637,计算机网络,87
20230637,高等数学,60
20230637,线性代数,74
20230637,操作系统,90
20230638,数据结构,74
20230638,线性代数,75
20230638,高等数学,64
20230638,概率统计,85
20230638,计算机网络,80
20230639,计算机网络,55
20230639,高等数学,76
20230639,概率统计,72
20230639,操作系统,74
20230639,数据结构,43
20230639,线性代数,84
20230639,数据库原理,71
20230640,数据库原理,90
20230640,线性代数,77
20230640,数据结构,84
20230640,操作系统,67
20230640,计算机网络,66
20230641,概率统计,99
20230641,数据库原理,88
20230641,计算机网络,91
20230641,数据结构,84
20230641,线性代数,77
20230641,高等数学,72
20230642,计算机网络,80
20230642,操作系统,65
20230642,线性代数,51
20230642,数据结构,66
20230642,数据库原理,54
20230642,概率统计,76
20230643,数据库原理,91
20230643,计算机网络,55
20230643,高等数学,80
20230643,概率统计,89
20230643,操作系统,81
20230643,数据结构,80
20230643,线性代数,65
20230644,操作系统,87
20230644,数据结构,72
20230644,线性代数,77
20230644,计算机网络,62
20230644,高等数学,76
20230644,概率统计,89
20230645,高等数学,82
20230645,概率统计,86
20230645,线性代数,68
20230645,数据结构,43
20230645,计算机网络,88
20230645,数据库原理,75
20230645,操作系统,67
20230646,计算机网络,56
20230646,高等数学,87
20230646,数据库原理,57
20230646,概率统计,52
20230646,操作系统,66
20230646,数据结构,75
20230646,线性代数,61
20230647,概率统计,85
20230647,操作系统,88
20230647,高等数学,81
20230647,线性代数,69
20230647,数据库原理,97
20230647,计算机网络,51
20230648,概率统计,76
20230648,数据库原理,82
20230648,数据结构,74
20230648,计算机网络,60
20230648,操作系统,70
20230648,高等数学,94
20230649,概率统计,71
20230649,计算机网络,80
20230649,数据库原理,54
20230649,高等数学,55
20230649,线性代数,81
20230649,数据结构,56
20230650,数据结构,83
20230650,数据库原理,68
20230650,计算机网络,91
20230650,高等数学,76
20230650,操作系统,43
20230650,线性代数,62
20230651,高等数学,63
20230651,线性代数,71
20230651,概率统计,74
20230651,数据库原理,93
20230651,计算机网络,60
20230651,操作系统,91
20230651,数据结构,85
20230652,概率统计,94
20230652,操作系统,75
20230652,数据结构,74
20230652,数据库原理,59
20230652,高等数学,52
20230652,线性代数,78
20230653,概率统计,65
20230653,线性代数,72
20230653,高等数学,52
20230653,操作系统,63
20230653,计算机网络,64
20230653,数据结构,75
20230654,数据库原理,62
20230654,概率统计,66
20230654,高等数学,93
20230654,计算机网络,97
20230654,数据结构,61
20230655,数据结构,100
20230655,概率统计,96
20230655,操作系统,100
20230655,计算机网络,63
20230655,高等数学,96
20230655,线性代数,81
20230655,数据库原理,100
20230656,概率统计,70
20230656,操作系统,90
20230656,计算机网络,85
20230656,数据结构,94
20230656,线性代数,78
20230657,操作系统,86
20230657,高等数学,58
20230657,计算机网络,100
20230657,数据结构,69
20230657,概率统计,66
20230657,线性代数,54
20230658,数据结构,77
20230658,计算机网络,71
20230658,线性代数,94
20230658,操作系统,82
20230658,概率统计,84
20230658,高等数学,71
20230659,线性代数,98
20230659,计算机网络,52
20230659,概率统计,36
20230659,数据库原理,79
20230659,数据结构,95
20230660,概率统计,63
20230660,数据结构,69
20230660,操作系统,45
20230660,数据库原理,71
20230660,计算机网络,70
20230661,计算机网络,88
20230661,高等数学,84
20230661,数据结构,89
20230661,数据库原理,71
20230661,线性代数,78
20230661,概率统计,69
20230662,操作系统,92
20230662,数据库原理,82
20230662,数据结构,56
20230662,高等数学,72
20230662,线性代数,81
20230662,概率统计,86
20230663,高等数学,64
20230663,线性代数,36
20230663,操作系统,83
20230663,计算机网络,81
20230663,数据结构,77
20230664,高等数学,94
20230664,操作系统,80
20230664,线性代数,71
20230664,计算机网络,91
20230664,概率统计,79
20230665,数据库原理,73
20230665,高等数学,49
20230665,操作系统,79
20230665,概率统计,53
20230665,计算机网络,76
20230666,数据结构,90
20230666,概率统计,69
20230666,线性代数,77
20230666,数据库原理,64
20230666,高等数学,94
20230666,操作系统,64
20230667,数据结构,61
20230667,操作系统,68
20230667,概率统计,93
20230667,线性代数,61
20230667,计算机网络,88
20230667,数据库原理,77
20230667,高等数学,100
20230668,线性代数,54
20230668,计算机网络,69
20230668,数据结构,72
20230668,数据库原理,73
20230668,高等数学,79
20230668,概率统计,71
20230669,计算机网络,67
20230669,操作系统,85
20230669,概率统计,97
20230669,高等数学,59
20230669,线性代数,59
20230669,数据库原理,70
20230669,数据结构,69
20230670,操作系统,55
20230670,数据结构,76
20230670,线性代数,67
20230670,计算机网络,74
20230670,高等数学,77
20230670,概率统计,68
20230670,数据库原理,92
20230671,线性代数,53
20230671,概率统计,73
20230671,数据结构,71
20230671,操作系统,65
20230671,高等数学,82
20230672,数据结构,74
20230672,线性代数,100
20230672,概率统计,78
20230672,计算机网络,99
20230672,高等数学,74
20230672,操作系统,89
20230673,高等数学,63
20230673,操作系统,79
20230673,概率统计,42
20230673,数据结构,59
20230673,线性代数,86
20230673,计算机网络,98
20230674,数据库原理,68
20230674,线性代数,64
20230674,概率统计,93
20230674,高等数学,100
20230674,计算机网络,51
20230674,数据结构,89
20230675,概率统计,62
20230675,高等数学,84
20230675,数据结构,70
20230675,操作系统,75
20230675,数据库原理,98
20230676,高等数学,60
20230676,计算机网络,98
20230676,数据库原理,65
20230676,操作系统,88
20230676,数据结构,76
20230676,概率统计,59
20230677,高等数学,63
20230677,操作系统,100
20230677,数据库原理,77
20230677,概率统计,89
20230677,线性代数,74
20230678,高等数学,63
20230678,线性代数,92
20230678,计算机网络,54
20230678,数据结构,42
20230678,操作系统,93
20230678,概率统计,65
20230679,线性代数,81
20230679,数据库原理,93
20230679,高等数学,93
20230679,概率统计,49
20230679,操作系统,57
20230680,线性代数,44
20230680,高等数学,87
20230680,操作系统,73
20230680,数据结构,87
20230680,概率统计,72
20230681,概率统计,74
20230681,操作系统,77
20230681,高等数学,56
20230681,计算机网络,76
20230681,线性代数,81
20230681,数据结构,58
20230681,数据库原理,85
20230682,数据结构,97
20230682,线性代数,62
20230682,高等数学,71
20230682,计算机网络,59
20230682,操作系统,68
20230683,线性代数,79
20230683,数据结构,57
20230683,操作系统,86
20230683,高等数学,100
20230683,概率统计,49
20230683,计算机网络,81
20230683,数据库原理,98
20230684,线性代数,90
20230684,数据库原理,65
20230684,高等数学,93
20230684,计算机网络,95
20230684,数据结构,51
20230685,概率统计,71
20230685,线性代数,95
20230685,高等数学,86
20230685,数据结构,80
20230685,数据库原理,100
20230686,数据库原理,74
20230686,操作系统,88
20230686,高等数学,49
20230686,概率统计,60
20230686,计算机网络,98
20230686,数据结构,86
20230687,高等数学,73
20230687,概率统计,56
20230687,操作系统,67
20230687,数据库原理,84
20230687,计算机网络,83
20230688,操作系统,88
20230688,数据库原理,92
20230688,计算机网络,87
20230688,高等数学,72
20230688,概率统计,62
20230688,数据结构,51
20230688,线性代数,87
20230689,数据库原理,87
20230689,计算机网络,94
20230689,线性代数,74
20230689,概率统计,68
20230689,操作系统,83
20230690,数据库原理,81
20230690,计算机网络,93
20230690,操作系统,92
20230690,概率统计,54
20230690,线性代数,74
20230690,高等数学,63
20230691,高等数学,65
20230691,计算机网络,81
20230691,数据库原理,90
20230691,数据结构,80
20230691,概率统计,59
20230691,操作系统,77
20230692,数据结构,69
20230692,数据库原理,27
20230692,线性代数,60
20230692,高等数学,51
20230692,概率统计,85
20230692,操作系统,67
20230692,计算机网络,97
20230693,数据结构,70
20230693,操作系统,75
20230693,计算机网络,75
20230693,线性代数,96
20230693,数据库原理,46
20230694,高等数学,80
20230694,数据结构,77
20230694,数据库原理,64
20230694,操作系统,75
20230694,计算机网络,100
20230695,线性代数,60
20230695,概率统计,78
20230695,数据结构,100
20230695,数据库原理,78
20230695,操作系统,78
20230695,计算机网络,92
20230695,高等数学,78
20230696,线性代数,66
20230696,高等数学,91
20230696,数据结构,90
20230696,操作系统,92
20230696,计算机网络,91
20230696,概率统计,85
20230696,数据库原理,78
20230697,数据库原理,94
20230697,计算机网络,62
20230697,数据结构,100
20230697,操作系统,94
20230697,概率统计,82
20230697,高等数学,89
20230697,线性代数,73
20230698,概率统计,100
20230698,操作系统,84
20230698,数据库原理,100
20230698,高等数学,51
20230698,线性代数,69
20230698,计算机网络,87
20230698,数据结构,64
20230699,线性代数,87
20230699,数据库原理,100
20230699,概率统计,79
20230699,计算机网络,46
20230699,操作系统,100
20230699,高等数学,63
20230699,数据结构,78
20230700,概率统计,70
20230700,数据库原理,67
20230700,高等数学,49
20230700,线性代数,40
20230700,操作系统,82
20230700,数据结构,61
20230700,计算机网络,100
20230701,数据库原理,91
20230701,概率统计,55
20230701,线性代数,83
20230701,高等数学,64
20230701,数据结构,67
20230701,计算机网络,78
20230702,数据库原理,73
20230702,高等数学,94
20230702,数据结构,55
20230702,计算机网络,78
20230702,操作系统,66
20230703,高等数学,44
20230703,数据结构,69
20230703,概率统计,94
20230703,操作系统,94
20230703,线性代数,89
20230703,计算机网络,62
20230704,概率统计,84
20230704,计算机网络,75
20230704,线性代数,92
20230704,高等数学,81
20230704,操作系统,61
20230704,数据库原理,61
20230705,数据库原理,83
20230705,概率统计,71
20230705,线性代数,52
20230705,高等数学,74
20230705,计算机网络,71
20230706,高等数学,85
20230706,概率统计,71
20230706,操作系统,75
20230706,数据库原理,86
20230706,线性代数,90
20230707,概率统计,71
20230707,数据库原理,66
20230707,计算机网络,83
20230707,高等数学,100
20230707,数据结构,91
20230707,操作系统,86
20230707,线性代数,90
20230708,数据库原理,98
20230708,概率统计,52
20230708,操作系统,78
20230708,线性代数,92
20230708,计算机网络,77
20230709,概率统计,85
20230709,线性代数,76
20230709,数据结构,97
20230709,高等数学,65
20230709,操作系统,100
20230709,计算机网络,80
20230709,数据库原理,75
20230710,计算机网络,83
20230710,操作系统,82
20230710,高等数学,94
20230710,线性代数,100
20230710,数据库原理,64
20230711,数据库原理,70
20230711,数据结构,85
20230711,高等数学,99
20230711,计算机网络,76
20230711,线性代数,100
20230712,数据结构,45
20230712,数据库原理,61
20230712,高等数学,85
20230712,概率统计,77
20230712,操作系统,74
20230712,计算机网络,49
20230712,线性代数,89
20230713,计算机网络,57
20230713,线性代数,91
20230713,高等数学,86
20230713,数据库原理,84
20230713,概率统计,90
20230713,数据结构,67
20230713,操作系统,62
20230714,操作系统,68
20230714,线性代数,52
20230714,计算机网络,84
20230714,数据结构,91
20230714,概率统计,48
20230715,数据结构,74
20230715,数据库原理,83
20230715,操作系统,75
20230715,高等数学,68
20230715,概率统计,67
20230715,计算机网络,71
20230716,计算机网络,67
20230716,数据结构,66
20230716,线性代数,64
20230716,高等数学,75
20230716,概率统计,68
20230717,数据结构,67
20230717,操作系统,64
20230717,数据库原理,91
20230717,概率统计,76
20230717,计算机网络,79
20230717,高等数学,64
20230717,线性代数,69
20230718,数据库原理,67
20230718,计算机网络,60
20230718,操作系统,70
20230718,概率统计,66
20230718,线性代数,75
20230718,数据结构,66
20230719,数据结构,79
20230719,数据库原理,82
20230719,计算机网络,97
20230719,高等数学,68
20230719,线性代数,100
20230720,概率统计,78
20230720,计算机网络,99
20230720,高等数学,77
20230720,操作系统,59
20230720,数据结构,70
20230720,数据库原理,73
20230720,线性代数,79
20230721,数据结构,74
20230721,线性代数,100
20230721,计算机网络,77
20230721,数据库原理,58
20230721,概率统计,87
20230721,操作系统,69
20230721,高等数学,81
20230722,计算机网络,47
20230722,数据结构,83
20230722,线性代数,90
20230722,高等数学,90
20230722,概率统计,69
20230722,操作系统,87
20230722,数据库原理,71
20230723,高等数学,87
20230723,操作系统,95
20230723,计算机网络,100
20230723,线性代数,75
20230723,概率统计,47
20230723,数据结构,75
20230724,计算机网络,55
20230724,高等数学,60
20230724,概率统计,51
20230724,数据库原理,45
20230724,线性代数,81
20230724,操作系统,78
20230725,高等数学,89
20230725,概率统计,74
20230725,计算机网络,83
20230725,数据库原理,98
20230725,线性代数,73
20230726,数据结构,95
20230726,操作系统,69
20230726,数据库原理,100
20230726,计算机网络,67
20230726,概率统计,63
20230726,线性代数,78
20230726,高等数学,85
20230727,计算机网络,80
20230727,高等数学,64
20230727,数据结构,45
20230727,概率统计,53
20230727,数据库原理,54
20230727,操作系统,80
20230728,概率统计,72
20230728,操作系统,69
20230728,高等数学,79
20230728,数据库原理,77
20230728,线性代数,62
20230728,数据结构,78
20230729,计算机网络,65
20230729,高等数学,72
20230729,线性代数,59
20230729,操作系统,67
20230729,数据库原理,68
20230730,数据结构,75
20230730,计算机网络,75
20230730,高等数学,73
20230730,操作系统,59
20230730,线性代数,100
20230730,概率统计,57
20230731,数据结构,61
20230731,计算机网络,75
20230731,高等数学,72
20230731,操作系统,61
20230731,概率统计,85
20230732,概率统计,57
20230732,高等数学,83
20230732,数据库原理,72
20230732,计算机网络,43
20230732,操作系统,72
20230732,数据结构,79
20230733,操作系统,84
20230733,线性代数,38
20230733,数据结构,64
20230733,概率统计,79
20230733,计算机网络,83
20230733,高等数学,96
20230734,操作系统,92
20230734,数据库原理,70
20230734,高等数学,92
20230734,线性代数,55
20230734,数据结构,83
20230735,操作系统,60
20230735,数据库原理,75
20230735,计算机网络,62
20230735,线性代数,92
20230735,数据结构,66
20230735,高等数学,81
20230736,概率统计,83
20230736,计算机网络,67
20230736,高等数学,75
20230736,操作系统,65
20230736,数据库原理,81
20230736,数据结构,79
20230737,数据库原理,75
20230737,计算机网络,64
20230737,操作系统,95
20230737,概率统计,69
20230737,高等数学,81
20230737,数据结构,88
20230737,线性代数,84
20230738,操作系统,93
20230738,线性代数,70
20230738,数据库原理,73
20230738,概率统计,60
20230738,计算机网络,56
20230738,数据结构,50
20230738,高等数学,90
20230739,计算机网络,89
20230739,数据库原理,55
20230739,操作系统,43
20230739,线性代数,89
20230739,数据结构,73
20230740,计算机网络,65
20230740,数据结构,54
20230740,操作系统,78
20230740,数据库原理,51
20230740,线性代数,65
20230741,高等数学,41
20230741,计算机网络,65
20230741,概率统计,84
20230741,数据库原理,73
20230741,操作系统,71
20230741,线性代数,65
20230742,操作系统,96
20230742,计算机网络,77
20230742,数据结构,59
20230742,线性代数,79
20230742,数据库原理,48
20230742,高等数学,68
20230742,概率统计,79
20230743,操作系统,86
20230743,数据结构,77
20230743,计算机网络,78
20230743,数据库原理,67
20230743,高等数学,71
20230744,数据结构,45
20230744,线性代数,62
20230744,计算机网络,78
20230744,高等数学,78
20230744,概率统计,82
20230744,操作系统,62
20230744,数据库原理,56
20230745,数据结构,71
20230745,数据库原理,81
20230745,计算机网络,79
20230745,高等数学,57
20230745,概率统计,56
20230746,数据结构,75
20230746,数据库原理,77
20230746,计算机网络,77
20230746,线性代数,87
20230746,概率统计,94
20230746,操作系统,67
20230746,高等数学,88
20230747,计算机网络,100
20230747,高等数学,76
20230747,数据库原理,92
20230747,线性代数,73
20230747,概率统计,99
20230747,数据结构,54
20230748,操作系统,62
20230748,数据结构,71
20230748,概率统计,74
20230748,高等数学,87
20230748,线性代数,85
20230748,计算机网络,73
20230749,数据库原理,100
20230749,高等数学,89
20230749,计算机网络,72
20230749,线性代数,49
20230749,概率统计,91
20230750,高等数学,59
20230750,线性代数,67
20230750,数据结构,85
20230750,数据库原理,72
20230750,操作系统,66
20230750,概率统计,81
20230751,线性代数,50
20230751,数据结构,23
20230751,计算机网络,87
20230751,数据库原理,87
20230751,高等数学,96
20230751,概率统计,81
20230752,数据结构,56
20230752,数据库原理,67
20230752,操作系统,100
20230752,计算机网络,55
20230752,概率统计,79
20230752,高等数学,76
20230753,操作系统,63
20230753,数据结构,66
20230753,高等数学,100
20230753,概率统计,74
20230753,计算机网络,63
20230753,线性代数,83
20230754,操作系统,65
20230754,计算机网络,60
20230754,线性代数,76
20230754,概率统计,78
20230754,数据结构,62
20230755,线性代数,54
20230755,数据结构,78
20230755,概率统计,100
20230755,高等数学,73
20230755,计算机网络,84
20230755,数据库原理,79
20230755,操作系统,66
20230756,数据结构,40
20230756,数据库原理,48
20230756,操作系统,100
20230756,高等数学,71
20230756,计算机网络,73
20230757,高等数学,84
20230757,数据结构,57
20230757,计算机网络,94
20230757,线性代数,77
20230757,操作系统,36
20230757,概率统计,67
20230758,线性代数,58
20230758,高等数学,65
20230758,概率统计,70
20230758,数据结构,92
20230758,数据库原理,69
20230759,计算机网络,100
20230759,高等数学,88
20230759,线性代数,85
20230759,概率统计,73
20230759,操作系统,95
20230759,数据结构,63
20230759,数据库原理,60
20230760,操作系统,84
20230760,线性代数,86
20230760,数据结构,65
20230760,数据库原理,84
20230760,概率统计,80
20230760,计算机网络,77
20230761,线性代数,64
20230761,操作系统,73
20230761,数据结构,97
20230761,高等数学,75
20230761,计算机网络,90
20230762,数据库原理,83
20230762,概率统计,59
20230762,数据结构,100
20230762,操作系统,72
20230762,高等数学,47
20230762,线性代数,66
20230763,计算机网络,79
20230763,数据库原理,83
20230763,操作系统,98
20230763,数据结构,60
20230763,概率统计,68
20230763,高等数学,73
20230763,线性代数,94
20230764,操作系统,78
20230764,高等数学,81
20230764,概率统计,86
20230764,数据库原理,73
20230764,数据结构,84
20230764,计算机网络,67
20230765,线性代数,85
20230765,计算机网络,54
20230765,高等数学,90
20230765,数据结构,69
20230765,概率统计,86
20230766,操作系统,77
20230766,高等数学,65
20230766,数据库原理,90
20230766,概率统计,100
20230766,数据结构,96
20230767,线性代数,49
20230767,计算机网络,89
20230767,概率统计,78
20230767,数据库原理,75
20230767,高等数学,69
20230767,数据结构,92
20230768,数据库原理,52
20230768,计算机网络,92
20230768,线性代数,59
20230768,概率统计,52
20230768,高等数学,36
20230768,数据结构,80
20230769,数据结构,68
20230769,数据库原理,62
20230769,计算机网络,73
20230769,高等数学,92
20230769,概率统计,79
20230770,操作系统,52
20230770,数据结构,100
20230770,概率统计,58
20230770,线性代数,76
20230770,数据库原理,58
20230771,计算机网络,69
20230771,概率统计,97
20230771,数据库原理,75
20230771,线性代数,64
20230771,高等数学,88
20230771,数据结构,72
20230771,操作系统,79
20230772,数据库原理,95
20230772,高等数学,70
20230772,概率统计,68
20230772,数据结构,62
20230772,计算机网络,84
20230773,数据结构,77
20230773,操作系统,99
20230773,概率统计,77
20230773,数据库原理,55
20230773,高等数学,28
20230774,操作系统,71
20230774,高等数学,67
20230774,计算机网络,90
20230774,数据结构,96
20230774,概率统计,86
20230774,数据库原理,55
20230774,线性代数,96
20230775,高等数学,45
20230775,线性代数,94
20230775,数据结构,67
20230775,数据库原理,78
20230775,概率统计,68
20230776,操作系统,100
20230776,数据库原理,36
20230776,线性代数,92
20230776,数据结构,84
20230776,计算机网络,71
20230776,高等数学,76
20230777,操作系统,78
20230777,线性代数,75
20230777,计算机网络,75
20230777,高等数学,79
20230777,数据库原理,48
20230778,高等数学,86
20230778,操作系统,85
20230778,概率统计,100
20230778,计算机网络,75
20230778,数据结构,100
20230778,线性代数,90
20230779,概率统计,71
20230779,操作系统,82
20230779,计算机网络,52
20230779,数据结构,63
20230779,高等数学,75
20230779,数据库原理,68
20230779,线性代数,83
20230780,概率统计,68
20230780,高等数学,92
20230780,线性代数,70
20230780,操作系统,81
20230780,数据库原理,84
20230781,数据库原理,78
20230781,操作系统,47
20230781,线性代数,76
20230781,概率统计,100
20230781,计算机网络,54
20230782,操作系统,82
20230782,高等数学,88
20230782,概率统计,100
20230782,数据结构,46
20230782,线性代数,87
20230782,计算机网络,83
20230783,线性代数,100
20230783,操作系统,52
20230783,数据库原理,70
20230783,概率统计,94
20230783,计算机网络,76
20230783,高等数学,73
20230783,数据结构,76
20230784,概率统计,75
20230784,线性代数,53
20230784,数据结构,91
20230784,高等数学,54
20230784,计算机网络,56
20230785,线性代数,45
20230785,数据结构,74
20230785,数据库原理,79
20230785,概率统计,47
20230785,计算机网络,90
20230786,线性代数,100
20230786,数据结构,67
20230786,计算机网络,93
20230786,操作系统,79
20230786,概率统计,54
20230786,数据库原理,66
20230786,高等数学,83
20230787,概率统计,63
20230787,计算机网络,70
20230787,操作系统,64
20230787,数据结构,63
20230787,高等数学,80
20230787,线性代数,53
20230787,数据库原理,99
20230788,计算机网络,92
20230788,高等数学,79
20230788,概率统计,92
20230788,数据结构,100
20230788,线性代数,63
20230788,操作系统,71
20230789,操作系统,93
20230789,概率统计,69
20230789,线性代数,54
20230789,计算机网络,85
20230789,数据库原理,85
20230790,数据库原理,90
20230790,概率统计,75
20230790,线性代数,81
20230790,计算机网络,85
20230790,高等数学,50
20230791,概率统计,92
20230791,高等数学,39
20230791,数据库原理,67
20230791,线性代数,79
20230791,数据结构,79
20230791,计算机网络,91
20230791,操作系统,48
20230792,数据结构,73
20230792,高等数学,67
20230792,操作系统,83
20230792,线性代数,61
20230792,计算机网络,81
20230792,概率统计,40
20230793,数据结构,60
20230793,概率统计,78
20230793,线性代数,71
20230793,操作系统,68
20230793,数据库原理,67
20230793,计算机网络,63
20230793,高等数学,100
20230794,高等数学,75
20230794,数据库原理,74
20230794,操作系统,73
20230794,线性代数,77
20230794,数据结构,99
20230795,操作系统,83
20230795,概率统计,87
20230795,数据库原理,65
20230795,线性代数,73
20230795,数据结构,51
20230795,高等数学,72
20230795,计算机网络,91
20230796,数据库原理,63
20230796,高等数学,52
20230796,计算机网络,56
20230796,线性代数,80
20230796,操作系统,83
20230796,概率统计,67
20230797,概率统计,67
20230797,计算机网络,62
20230797,高等数学,47
20230797,数据库原理,85
20230797,数据结构,75
20230797,线性代数,91
20230797,操作系统,61
20230798,数据库原理,61
20230798,高等数学,57
20230798,概率统计,88
20230798,计算机网络,71
20230798,数据结构,100
20230799,数据库原理,88
20230799,数据结构,91
20230799,操作系统,96
20230799,线性代数,78
20230799,概率统计,53
20230799,计算机网络,82
20230800,操作系统,78
20230800,线性代数,54
20230800,数据结构,77
20230800,高等数学,73
20230800,概率统计,79
20230801,高等数学,67
20230801,数据库原理,83
20230801,数据结构,90
20230801,线性代数,66
20230801,计算机网络,73
20230802,数据结构,60
20230802,计算机网络,60
20230802,概率统计,89
20230802,操作系统,88
20230802,高等数学,100
20230803,概率统计,68
20230803,计算机网络,54
20230803,操作系统,77
20230803,线性代数,42
20230803,高等数学,93
20230803,数据结构,82
20230803,数据库原理,84
20230804,数据结构,56
20230804,概率统计,65
20230804,计算机网络,60
20230804,数据库原理,76
20230804,线性代数,95
20230804,操作系统,73
20230804,高等数学,64
20230805,操作系统,67
20230805,高等数学,83
20230805,计算机网络,77
20230805,概率统计,100
20230805,数据结构,64
20230805,线性代数,69
20230805,数据库原理,53
20230806,高等数学,62
20230806,操作系统,79
20230806,数据库原理,46
20230806,计算机网络,51
20230806,线性代数,89
20230806,概率统计,74
20230807,概率统计,99
20230807,计算机网络,54
20230807,线性代数,69
20230807,数据结构,77
20230807,高等数学,69
20230807,操作系统,73
20230808,线性代数,98
20230808,数据结构,67
20230808,高等数学,47
20230808,概率统计,62
20230808,计算机网络,70
20230808,数据库原理,48
20230809,线性代数,70
20230809,计算机网络,52
20230809,数据结构,60
20230809,概率统计,80
20230809,数据库原理,89
20230809,操作系统,74
20230810,线性代数,60
20230810,高等数学,44
20230810,概率统计,82
20230810,数据库原理,80
20230810,计算机网络,78
20230811,线性代数,97
20230811,操作系统,63
20230811,高等数学,86
20230811,数据结构,83
20230811,概率统计,57
20230811,计算机网络,51
20230812,操作系统,78
20230812,计算机网络,29
20230812,数据库原理,80
20230812,高等数学,89
20230812,线性代数,80
20230812,概率统计,77
20230812,数据结构,71
20230813,高等数学,71
20230813,数据结构,96
20230813,数据库原理,91
20230813,操作系统,100
20230813,线性代数,90
20230813,概率统计,73
20230814,操作系统,77
20230814,数据结构,69
20230814,线性代数,74
20230814,概率统计,45
20230814,数据库原理,71
20230814,计算机网络,81
20230814,高等数学,64
20230815,计算机网络,80
20230815,数据结构,76
20230815,线性代数,83
20230815,操作系统,66
20230815,高等数学,97
20230815,数据库原理,84
20230815,概率统计,78
20230816,概率统计,46
20230816,数据结构,88
20230816,线性代数,58
20230816,计算机网络,52
20230816,操作系统,100
20230817,高等数学,73
20230817,数据结构,69
20230817,概率统计,65
20230817,操作系统,70
20230817,线性代数,74
20230817,数据库原理,71
20230818,概率统计,78
20230818,线性代数,82
20230818,数据库原理,96
20230818,数据结构,68
20230818,计算机网络,42
20230818,操作系统,87
20230818,高等数学,87
20230819,计算机网络,83
20230819,数据结构,75
20230819,线性代数,70
20230819,数据库原理,94
20230819,操作系统,94
20230820,操作系统,90
20230820,概率统计,89
20230820,数据结构,81
20230820,计算机网络,82
20230820,高等数学,82
20230821,高等数学,82
20230821,数据库原理,75
20230821,线性代数,52
20230821,计算机网络,85
20230821,概率统计,88
20230821,数据结构,91
20230822,线性代数,100
20230822,高等数学,76
20230822,数据库原理,77
20230822,操作系统,43
20230822,计算机网络,74
20230823,高等数学,81
20230823,操作系统,47
20230823,概率统计,39
20230823,数据结构,78
20230823,计算机网络,81
20230824,数据结构,77
20230824,数据库原理,70
20230824,高等数学,91
20230824,概率统计,73
20230824,操作系统,60
20230824,计算机网络,79
20230825,数据结构,84
20230825,计算机网络,80
20230825,概率统计,90
